Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador18_home,jogador19_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_away,jogador19_away,jogador20_home,HS,AS,HST,AST,B365H,B365D,B365A,HTHG,HTAG
11.0,dom,2020-12-27,15:00,Famalicao,0.3,1.1,Gil Vicente,0,Estádio Municipal 22 de Junho,Artur Soares Dias,/pt/partidas/1d57a4ab/Famalicao-Gil-Vicente-FC-2020Dezembro27-Primeira-Liga,0,1,4-1-4-1,4-3-3,13.0,9.0,4.0,6.0,18.0,20.0,744.0,528.0,13.0,16.0,11.0,10.0,25.0,21.0,5.0,1.0,6.0,8.0,69.0,81.0,1.0,0.0,0.0,1.0,0.0,0.0,Luiz Lúcio Reis Júnior,Dani Morer,Srđan Babić,Ruben Del Campo,Rúben Lameiras,Gustavo Assuncao,Ivan Jaime Pajuelo,Joaquín Pereyra,João Neto,Diogo Queirós,Gil Bastião Dias,Vaná,Henrique Trevisan,Gonçalo Rodrigues,Jhonata Robert,Riccieli,Andrija Luković,Edwin Herrera,Anderson,Denis,Joel Pereira,João Afonso Crispim,Lourency,Claude Gonçalves,Antoine Léautey,Lucas Mineiro,Rúben Fernandes,Samuel,Talocha,Ygor Nogueira,Brian Araújo,Rodrigão,Renan,Kanya Fujimoto,Vitor Carvalho,Leandrinho,Henrique Gomes,Guilherme Mantuan,,7,8,1,3,2.45,3.0,3.1,0,1
11.0,dom,2020-12-27,15:00,Nacional,2.1,1.6,Tondela,0,Estádio da Madeira,João Bento,/pt/partidas/2e7737c4/Nacional-Tondela-2020Dezembro27-Primeira-Liga,2,0,4-1-4-1,4-4-2,16.0,18.0,2.0,5.0,12.0,13.0,605.0,482.0,18.0,14.0,15.0,16.0,16.0,6.0,4.0,0.0,15.0,7.0,69.0,58.0,1.0,0.0,0.0,6.0,0.0,2.0,Daniel Guimarães,Lucas Kal,Larry Azouni,João Pedro Gomes Camacho,Rúben Micael,João Vigário,Rúben Freitas,Bryan Róchez,Julio,Nuno Borges,Brayan Riascos,Riccardo Piscitelli,Pedrão,Abdullahi Ibrahim Alhassan,Vincent Koziello,Kenji Gorré,Gergely Bobál,Witi,Vincent Thill,Babacar Niasse,Bebeto,João Jaquité,Salvador Agra,Jhon Murillo,Jaume Grau,Mario González,Filipe Ferreira,Enzo Martínez,Yohan Tavares,Rafael Barbosa,Pedro Trigueira,Jota Gonçalves,Rúben Fonseca,Tomislav Štrkalj,João Mendes,Tiago Melo Almeida,Naoufel Khacef,Abdel Jalil Medioub,,10,13,4,2,2.0,3.4,3.6,1,0
11.0,dom,2020-12-27,17:30,Farense,1.6,1.3,Pacos Ferreira,0,Estádio de São Lúis,Luís Godinho,/pt/partidas/3e2e192a/Farense-Pacos-de-Ferreira-2020Dezembro27-Primeira-Liga,1,1,4-4-2,4-3-3,24.0,25.0,5.0,3.0,20.0,18.0,478.0,554.0,19.0,8.0,9.0,11.0,14.0,21.0,1.0,3.0,7.0,7.0,108.0,90.0,3.0,0.0,0.0,6.0,0.0,0.0,Hugo Marques,Amine Oudrhiri,Braian Mansilla,Fabrício Isidoro,Patrick,Ryan Gauld,Bilel Aouacheria,Claudio Falcão,Alexandre Pinto,Fábio Alexandre da Silva Nunes,Eduardo Mancha,Ricardo Velho,Filipe Melo,Nikola Stojiljković,Madi Queita,Burá,Miguel Bandarra,Ricardo Ferreira,Abner,Jordi Almeida,Oleg Reabciuk,Hélder Ferreira,Bruno Xavier Almeida Costa,Luther Singh,Luíz Carlos,Maracás,Fernando Ferreira Fonseca,Marcelo dos Santos Ferreira,Stephen Eustáquio,Douglas Tanque,Michael,Marco Baixinho,Zé Uilton,Matchoi Djaló,Adriano Castanheira,Lucas Silva,Lamine Diaby,João Pedro Sousa Silva,,6,13,1,3,2.75,3.25,2.55,0,0
11.0,dom,2020-12-27,20:00,Belenenses,1.7,1.2,Sp Lisbon,0,Estádio Nacional,Rui Costa,/pt/partidas/8b263d4f/Belenenses-SAD-Sporting-CP-2020Dezembro27-Primeira-Liga,1,2,3-4-3,3-4-3,26.0,16.0,5.0,3.0,22.0,8.0,485.0,629.0,26.0,9.0,12.0,10.0,10.0,22.0,4.0,1.0,5.0,10.0,68.0,85.0,4.0,0.0,1.0,3.0,0.0,0.0,Stanislav Kritsyuk,Diogo Calila,Tomás Ribeiro,Rúben Lima,Silvestre Varela,Miguel Filipe Nunes Cardoso,Tiago Esgaio,Danny Henriques,Sphephelo Sithole,Afonso Taira,Afonso Sousa,Guilherme Mata Oliveira,Bruno Ramires,Edi Semedo,Cauê Cecilio da Silva,Mateo Cassierra,Robinho Vieira,Francisco Chico,Richard,Antonio Adán,Sebastián Coates,Nuno Mendes,João Palhinha,Bruno Tabata,Luís Neto,João Mário,Tiago Tomás,Pedro Porro,Pedro Gonçalves,Gonçalo Inácio,Luís Maximiano,Matheus Nunes,Andraž Šporar,Nuno Santos,Gonzalo Plata,Cristian Borja,Vitorino Antunes,Daniel Bragança,,10,6,7,4,7.0,4.33,1.45,1,2
11.0,seg,2020-12-28,18:45,Rio Ave,1.0,1.7,Maritimo,0,Estádio do Rio Ave Futebol Clube,Gustavo Correia,/pt/partidas/5d80fb24/Rio-Ave-Maritimo-2020Dezembro28-Primeira-Liga,1,3,4-4-2,3-4-3,19.0,14.0,4.0,5.0,16.0,10.0,500.0,549.0,13.0,14.0,17.0,14.0,11.0,24.0,3.0,2.0,7.0,7.0,57.0,68.0,3.0,0.0,0.0,2.0,0.0,0.0,Paweł Kieszek,Toni Borevkovic,Gelson,Ricardo José Vaz Alves Monteiro,Diego Lopes,Pelé,Carlos Mané,Pedro Amaral,Ivo Pinto,Aderlan Santos,André Pereira,Léo,Bruno Moreira,Francisco Geraldes,Nikola Jambor,Ryotaro Meshino,,,,Amir Abedzadeh,Cláudio Winck,Zainadine Júnior,Jean,Rafik Guitane,Rodrigo Pinho,Franck-Yves Bambock,Rene Santos,Léo Andrade,Marcelo Hermes,Diederrick Joel,Caio Secco,Lucas Áfrico,Francois-Xavier Fumu Tamuzo,Edgar Costa,Milson,Jefferson,André Teles,Fábio China,,10,13,5,6,1.85,3.4,4.33,1,0
11.0,seg,2020-12-28,21:00,Boavista,0.9,2.6,Sp Braga,0,Estádio do Bessa Século XXI,André Narciso,/pt/partidas/187fa574/Boavista-Braga-2020Dezembro28-Primeira-Liga,1,4,4-3-3,3-4-3,18.0,15.0,8.0,6.0,25.0,16.0,538.0,566.0,13.0,16.0,9.0,20.0,14.0,22.0,2.0,4.0,,,52.0,84.0,1.0,0.0,0.0,1.0,0.0,0.0,Leonardo César Jardim,Reggie Cannon,Chidozie Awaziem,Nuno Santos,Angel Gomes,Yusupha Njie,Alberth Elis,Show,Yanis Hamache,Paulinho,Cristian Castro,Rafael Bracalli,Alejandro Gómez,Jorge Bengoché,Ricardo Mangas,Jackson Porozo,Nathan,Sebastián Pérez Cardona,Jeriel Córdova,Matheus,Nuno Sequeira,Rolando,João Novais,Almoatasem Al Musrati,Paulinho,Ricardo Horta,Fransérgio,Raul Silva,Iuri Medeiros,Ricardo Esgaio,Tiago Sá,José Carlos,Abel Ruiz,Nicolás Gaitán,André Horta,Rodrigo Gomes,Hernani Infande,Bruno Rodrigues,,13,11,5,7,5.0,3.6,1.7,0,3
11.0,ter,2020-12-29,18:00,Benfica,2.1,0.5,Portimonense,0,Estádio do Sport Lisboa e Benfica,Tiago Martins,/pt/partidas/7d0fa31a/Benfica-Portimonense-2020Dezembro29-Primeira-Liga,2,1,4-4-2,4-2-3-1,18.0,12.0,3.0,2.0,9.0,23.0,591.0,676.0,18.0,22.0,12.0,10.0,24.0,6.0,2.0,4.0,8.0,8.0,51.0,104.0,3.0,0.0,0.0,4.0,0.0,0.0,Odisseas Vlachodimos,Gilberto,Álex Grimaldo,Jan Vertonghen,Everton Soares,Darwin Núñez,Luca Waldschmidt,Rafa Silva,Julian Weigl,Nicolás Otamendi,Adel Taarabt,Helton Leite,Franco Cervi,Diogo Gonçalves,Chiquinho,Andreas Samaris,Facundo Ferreyra,Pedrinho,Nuno Tavares,Samuel Portugal,Maurício Antônio,Lucas Possignolo,Dener,Fabrício dos Santos Messias,Fahd Moufi,Luquinha,Koki Anzai,Willyan,Fali Candé,Aylton Boa Morte,Ricardo Abel Barbosa Ferreira,Anderson,Ricardo Vaz Tê,Beto,Júlio César,Henrique,Lucas Tagliapietra,Pedro Oliveira Casagrande,,15,13,6,2,1.2,6.5,12.0,2,0
11.0,ter,2020-12-29,18:45,Moreirense,1.0,0.3,Santa Clara,0,P.D. Comendador Joaquim de Almeida Freit...,Iancu Vasilica,/pt/partidas/2ef550ad/Moreirense-Santa-Clara-2020Dezembro29-Primeira-Liga,1,0,5-4-1,3-5-2,15.0,24.0,2.0,0.0,13.0,14.0,477.0,606.0,16.0,22.0,14.0,12.0,22.0,16.0,0.0,2.0,7.0,9.0,68.0,99.0,1.0,0.0,0.0,5.0,0.0,0.0,Mateus Pasinato,Anthony D'Alberto,Lazar Rosić,Nahuel Ferraresi,Abdu Conté,Fábio Pacheco,Yan Santos,Filipe Soares,Alexandre Miguel Barros Soares,Derik Lacerda,Walterson,Kewin,David Tavares,Ibrahima Camará,Felipe Pires,Lucas,Steven Vitória,Reynaldo Cesar Moraes,Jefferson Galego,Marco André Rocha Pereira,Mikel Villanueva,Fábio Cardoso,João Afonso,Osama Rashid,Carlos,Ukra,Costinha,Anderson Carvalho,Shahriar Moghanlou,Pierre Sagna,Rodolfo Furtado,Lincoln,João Paulo Lázaro Lucas,Rui Filipe Cunha Correia,Crysan,Jean Patric,Lucas Marques,,,12,8,2,1,2.5,3.1,2.7,0,0
11.0,ter,2020-12-29,21:00,Guimaraes,0.7,2.2,Porto,0,Estádio Dom Afonso Henriques,Hélder Malheiro,/pt/partidas/e062ef39/Vitoria-Guimaraes-Porto-2020Dezembro29-Primeira-Liga,2,3,4-3-3,4-4-2,15.0,10.0,0.0,3.0,10.0,21.0,454.0,717.0,20.0,17.0,11.0,8.0,44.0,14.0,2.0,1.0,14.0,2.0,84.0,77.0,2.0,0.0,0.0,1.0,0.0,0.0,Bruno Varela,Abdul Mumin,Ricardo Quaresma,André André,Gideon Mensah,Rochinha,Falaye Sacko,José Luis García Vayá,Oscar Estupiñan,Jorge Filipe Oliveira Fernandes,Domingos André Ribeiro Almeida,Jhonatan,Easah Suliman,Marcus Edwards,Denis-Will Poha,Bruno Duarte,Zié Mohamed Ouattara,Noah Holm,Miguel Luís,Agustín Marchesín,Pepe,Diogo Leite,Mateus Uribe,Mehdi Taremi,Moussa Marega,Zaidu Sanusi,Jesús Corona,Wilson Manafá,Romário Baró,Sérgio Oliveira,Diogo Costa,Luis Díaz,Marko Grujić,João Mário Lopes,Toni Martínez,Evanilson,Eulânio Ângelo Chipela Gomes,Malang Sarr,,4,17,2,7,4.2,4.0,1.65,1,1
12.0,sáb,2021-01-02,18:00,Sp Lisbon,0.9,1.1,Sp Braga,0,Estádio José Alvalade,Fábio Veríssimo,/pt/partidas/0cb5344d/Sporting-CP-Braga-2021Janeiro2-Primeira-Liga,2,0,3-4-3,3-4-3,17.0,17.0,5.0,4.0,12.0,21.0,533.0,557.0,10.0,19.0,18.0,10.0,11.0,12.0,1.0,1.0,4.0,3.0,79.0,80.0,3.0,0.0,0.0,4.0,0.0,0.0,Antonio Adán,Zouhair Feddal,Sebastián Coates,Nuno Mendes,João Palhinha,Nuno Santos,Luís Neto,João Mário,Tiago Tomás,Pedro Porro,Pedro Gonçalves,Luís Maximiano,Bruno Tabata,Matheus Nunes,Andraž Šporar,Gonzalo Plata,Gonçalo Inácio,Vitorino Antunes,Daniel Bragança,Matheus,Nuno Sequeira,Rolando,João Novais,Almoatasem Al Musrati,Paulinho,Ricardo Horta,Fransérgio,Raul Silva,Ricardo Esgaio,Galeno,Tiago Sá,José Carlos,Abel Ruiz,André Horta,Iuri Medeiros,Rodrigo Gomes,ZÉ Pedro,Bruno Rodrigues,,6,12,4,3,2.0,3.6,3.5,0,0
12.0,dom,2021-01-03,13:00,Tondela,1.3,2.2,Famalicao,0,Estádio João Cardoso,Miguel Nogueira,/pt/partidas/4395c606/Tondela-Famalicao-2021Janeiro3-Primeira-Liga,1,0,4-3-3,4-3-3,15.0,13.0,4.0,5.0,16.0,26.0,468.0,723.0,15.0,16.0,14.0,11.0,36.0,18.0,2.0,3.0,5.0,8.0,75.0,80.0,4.0,0.0,0.0,5.0,0.0,0.0,Babacar Niasse,Pedro Borges,Salvador Agra,João Pedro,Jhon Murillo,Jaume Grau,Mario González,Tiago Melo Almeida,Filipe Ferreira,Enzo Martínez,Yohan Tavares,Pedro Trigueira,Jota Gonçalves,João Jaquité,Tomislav Štrkalj,Abdel Jalil Medioub,Ricardo Miguel Martins Alves,Souleymane Anne,,Vaná,Srđan Babić,Rúben Lameiras,Jhonata Robert,Gustavo Assuncao,Ivan Jaime Pajuelo,Andrija Luković,Diogo Queirós,Edwin Herrera,Gil Bastião Dias,Anderson,Ivan Zlobin,Dani Morer,Henrique Trevisan,Gonçalo Rodrigues,Leonardo Campana,Riccieli,Joaquín Pereyra,Carlos Valenzuela,,9,17,3,7,3.0,3.0,2.5,0,0
12.0,dom,2021-01-03,15:00,Maritimo,0.8,1.3,Boavista,0,Estádio dos Barreiros,Luís Godinho,/pt/partidas/b32e2084/Maritimo-Boavista-2021Janeiro3-Primeira-Liga,0,0,3-4-1-2,4-3-3,16.0,21.0,2.0,3.0,26.0,6.0,603.0,422.0,17.0,16.0,12.0,7.0,14.0,30.0,4.0,0.0,,,88.0,42.0,3.0,0.0,0.0,4.0,0.0,0.0,Amir Abedzadeh,Cláudio Winck,Zainadine Júnior,Jean,Rafik Guitane,Rodrigo Pinho,Franck-Yves Bambock,Rene Santos,Léo Andrade,Marcelo Hermes,Diederrick Joel,Charles,Lucas Áfrico,Francois-Xavier Fumu Tamuzo,Edgar Costa,Milson,Jefferson,Rúben Macedo,Fábio China,Leonardo César Jardim,Reggie Cannon,Chidozie Awaziem,Nuno Santos,Angel Gomes,Yusupha Njie,Alberth Elis,Show,Yanis Hamache,Paulinho,Cristian Castro,Rafael Bracalli,Alejandro Gómez,Gustavo Sauer,Jorge Bengoché,Ricardo Mangas,Jackson Porozo,Nathan,Sebastián Pérez Cardona,,9,10,4,3,2.6,3.0,2.9,0,0
12.0,dom,2021-01-03,19:00,Pacos Ferreira,1.7,1.0,Rio Ave,0,Estádio da Capital do Móvel,Hugo Miguel,/pt/partidas/b1943743/Pacos-de-Ferreira-Rio-Ave-2021Janeiro3-Primeira-Liga,2,0,4-3-3,4-2-3-1,15.0,9.0,3.0,4.0,17.0,16.0,546.0,655.0,22.0,15.0,12.0,7.0,15.0,19.0,2.0,4.0,6.0,5.0,83.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,Jordi Almeida,Hélder Ferreira,Zé Uilton,Bruno Xavier Almeida Costa,Luther Singh,Luíz Carlos,Maracás,Fernando Ferreira Fonseca,Marcelo dos Santos Ferreira,Stephen Eustáquio,Douglas Tanque,Michael,Marco Baixinho,Abbas Ibrahim,Adriano Castanheira,David Sualehe,Lucas Silva,Lamine Diaby,João Pedro Sousa Silva,Paweł Kieszek,Toni Borevkovic,Gelson,Ricardo José Vaz Alves Monteiro,Francisco Geraldes,Pelé,Carlos Mané,Pedro Amaral,Ivo Pinto,Aderlan Santos,André Pereira,Nélson Monte,Bruno Moreira,Lucas Piazon,Nikola Jambor,Ryotaro Meshino,Gabriel Airton de Souza,Diogo Teixeira,,,15,12,4,2,2.3,2.87,3.5,1,0
12.0,dom,2021-01-03,21:00,Porto,3.4,0.1,Moreirense,0,Estádio Do Dragão,Manuel Mota,/pt/partidas/f16ff4f0/Porto-Moreirense-2021Janeiro3-Primeira-Liga,3,0,4-4-2,3-4-3,15.0,14.0,6.0,1.0,19.0,9.0,670.0,535.0,20.0,11.0,15.0,10.0,7.0,16.0,2.0,0.0,4.0,16.0,63.0,87.0,2.0,0.0,0.0,0.0,0.0,0.0,Agustín Marchesín,Diogo Leite,Luis Díaz,Mateus Uribe,Mehdi Taremi,Moussa Marega,Zaidu Sanusi,Jesús Corona,Wilson Manafá,Chancel Mbemba,Sérgio Oliveira,Diogo Costa,Marko Grujić,Romário Baró,João Mário Lopes,Toni Martínez,Evanilson,Eulânio Ângelo Chipela Gomes,Malang Sarr,Mateus Pasinato,Anthony D'Alberto,Lazar Rosić,Nahuel Ferraresi,Abdu Conté,Fábio Pacheco,Felipe Pires,Yan Santos,Filipe Soares,Alexandre Miguel Barros Soares,Walterson,Kewin,David Tavares,Ibrahima Camará,Lucas,Matheus Silva,Steven Vitória,Afonso Figueiredo,Jefferson Galego,,20,3,7,2,1.2,6.0,13.0,1,0
12.0,seg,2021-01-04,16:00,Santa Clara,1.2,1.0,Benfica,0,Estádio de São Miguel,Hélder Malheiro,/pt/partidas/329a558d/Santa-Clara-Benfica-2021Janeiro4-Primeira-Liga,1,1,4-2-3-1,4-4-2,14.0,14.0,3.0,10.0,13.0,18.0,426.0,788.0,19.0,8.0,10.0,14.0,33.0,17.0,2.0,1.0,8.0,5.0,83.0,69.0,3.0,0.0,0.0,1.0,0.0,0.0,Marco André Rocha Pereira,Mikel Villanueva,Fábio Cardoso,João Afonso,Lincoln,Rui Filipe Cunha Correia,Crysan,Jean Patric,Anderson Carvalho,Diogo Salomão,Pierre Sagna,Rodolfo Furtado,Osama Rashid,Carlos,João Paulo Lázaro Lucas,Ukra,Costinha,Lucas Marques,Shahriar Moghanlou,Odisseas Vlachodimos,Gilberto,Álex Grimaldo,Jan Vertonghen,Everton Soares,Darwin Núñez,Luca Waldschmidt,Rafa Silva,Julian Weigl,Adel Taarabt,Francisco Reis Ferreira,Helton Leite,Diogo Gonçalves,Jean-Clair Todibo,Chiquinho,Pizzi,Andreas Samaris,Facundo Ferreyra,Nuno Tavares,,12,7,4,2,6.5,4.5,1.45,0,1
12.0,seg,2021-01-04,19:00,Gil Vicente,0.6,0.3,Belenenses,0,Estádio Cidade de Barcelos,Hugo Coelho,/pt/partidas/fd58357d/Gil-Vicente-FC-Belenenses-SAD-2021Janeiro4-Primeira-Liga,0,0,4-3-3,3-4-3,10.0,19.0,8.0,3.0,29.0,15.0,593.0,549.0,10.0,11.0,11.0,16.0,16.0,23.0,1.0,0.0,8.0,6.0,94.0,68.0,2.0,0.0,0.0,1.0,0.0,0.0,Brian Araújo,Joel Pereira,Rodrigão,Lourency,Claude Gonçalves,Antoine Léautey,Vitor Carvalho,Lucas Mineiro,Rúben Fernandes,Samuel,Talocha,Daniel Fuzato,Alaa Abbas,Renan,Kanya Fujimoto,Yves Baraye,Leandrinho,Tim Hall,Henrique Gomes,Stanislav Kritsyuk,Diogo Calila,Rúben Lima,Silvestre Varela,Miguel Filipe Nunes Cardoso,Tiago Esgaio,Danny Henriques,Sphephelo Sithole,Afonso Taira,Afonso Sousa,Gonçalo Silva,Guilherme Mata Oliveira,Luca van der Gaag,Bruno Ramires,Edi Semedo,Cauê Cecilio da Silva,Mateo Cassierra,Robinho Vieira,Francisco Chico,,13,7,5,1,2.15,3.1,3.75,0,0
12.0,seg,2021-01-04,21:15,Portimonense,1.3,0.3,Farense,0,Estádio do Portimonense SC,Artur Soares Dias,/pt/partidas/fc34c473/Portimonense-Farense-2021Janeiro4-Primeira-Liga,2,0,4-3-3,4-2-3-1,21.0,11.0,5.0,1.0,24.0,14.0,685.0,486.0,14.0,16.0,9.0,14.0,24.0,28.0,0.0,1.0,9.0,9.0,110.0,110.0,3.0,0.0,0.0,2.0,0.0,0.0,Samuel Portugal,Maurício Antônio,Lucas Possignolo,Dener,Anderson,Beto,Fahd Moufi,Luquinha,Koki Anzai,Willyan,Aylton Boa Morte,Ricardo Abel Barbosa Ferreira,Romulo,Fabrício dos Santos Messias,Ricardo Vaz Tê,Henrique,Lucas Tagliapietra,Pedro Oliveira Casagrande,Fali Candé,Rafael Defendi,César,Filipe Melo,Hugo Seco,Nikola Stojiljković,Fabrício Isidoro,Ryan Gauld,Claudio Falcão,Alexandre Pinto,Licá,Fábio Alexandre da Silva Nunes,Hugo Marques,Madi Queita,Braian Mansilla,Burá,Miguel Bandarra,Patrick,Djalma Campos,Bilel Aouacheria,,13,6,5,0,2.15,3.25,3.4,0,0
13.0,qui,2021-01-07,21:00,Sp Braga,1.7,1.3,Maritimo,0,Estádio Municipal de Braga,Hélder Malheiro,/pt/partidas/4b5c2d2d/Braga-Maritimo-2021Janeiro7-Primeira-Liga,2,1,3-4-3,3-4-1-2,18.0,9.0,4.0,1.0,20.0,12.0,633.0,541.0,11.0,13.0,13.0,19.0,11.0,16.0,3.0,0.0,6.0,11.0,61.0,71.0,3.0,0.0,0.0,4.0,0.0,0.0,Matheus,Nuno Sequeira,Almoatasem Al Musrati,Ricardo Horta,Fransérgio,Raul Silva,Bruno Viana,Iuri Medeiros,Ricardo Esgaio,Galeno,Guilherme Schettine,Tiago Sá,José Carlos,Rolando,João Novais,Abel Ruiz,André Horta,David Carmo,Rodrigo Gomes,Amir Abedzadeh,Cláudio Winck,Zainadine Júnior,Jean,Rafik Guitane,Francois-Xavier Fumu Tamuzo,Franck-Yves Bambock,Rene Santos,Léo Andrade,Marcelo Hermes,Diederrick Joel,Charles,Lucas Áfrico,Jorge Correa,Edgar Costa,Milson,Rúben Macedo,André Teles,Fábio China,,18,9,3,2,1.33,5.25,8.5,1,0
13.0,sex,2021-01-08,18:00,Nacional,0.2,3.0,Sp Lisbon,0,Estádio da Madeira,Manuel Mota,/pt/partidas/1ff07a26/Nacional-Sporting-CP-2021Janeiro8-Primeira-Liga,0,2,4-1-4-1,3-4-3,10.0,10.0,1.0,10.0,9.0,26.0,464.0,535.0,19.0,20.0,12.0,13.0,33.0,9.0,2.0,0.0,18.0,5.0,87.0,112.0,3.0,0.0,0.0,1.0,0.0,0.0,Daniel Guimarães,Lucas Kal,Larry Azouni,João Pedro Gomes Camacho,Rúben Micael,João Vigário,Rúben Freitas,Bryan Róchez,Julio,Nuno Borges,Brayan Riascos,Riccardo Piscitelli,Pedrão,Abdullahi Ibrahim Alhassan,Vincent Koziello,Kenji Gorré,Witi,Vincent Thill,João Victor,Antonio Adán,Zouhair Feddal,Sebastián Coates,Nuno Mendes,João Palhinha,Andraž Šporar,Nuno Santos,Luís Neto,João Mário,Pedro Porro,Pedro Gonçalves,Luís Maximiano,Bruno Tabata,Matheus Nunes,Tiago Tomás,Gonzalo Plata,Cristian Borja,Gonçalo Inácio,Vitorino Antunes,,6,24,1,5,7.5,4.5,1.4,0,1
13.0,sex,2021-01-08,19:00,Rio Ave,2.0,0.6,Portimonense,0,Estádio do Rio Ave Futebol Clube,Luís Godinho,/pt/partidas/4b0ed4f1/Rio-Ave-Portimonense-2021Janeiro8-Primeira-Liga,3,0,4-2-3-1,4-3-3,10.0,22.0,4.0,4.0,12.0,23.0,484.0,631.0,19.0,14.0,22.0,6.0,20.0,15.0,0.0,3.0,7.0,8.0,71.0,78.0,0.0,0.0,0.0,3.0,0.0,0.0,Paweł Kieszek,Toni Borevkovic,Gelson,Ricardo José Vaz Alves Monteiro,Francisco Geraldes,Pelé,Carlos Mané,Pedro Amaral,Ivo Pinto,Aderlan Santos,Ryotaro Meshino,Magrão,Nélson Monte,Fábio Coentrão,Costinha,Nando Pijnaker,Gabriel Airton de Souza,André Pereira,Diogo Teixeira,Samuel Portugal,Maurício Antônio,Lucas Possignolo,Ewerton,Anderson,Beto,Fahd Moufi,Luquinha,Koki Anzai,Willyan,Aylton Boa Morte,Ricardo Abel Barbosa Ferreira,Fabrício dos Santos Messias,Henrique,Bruno Moreira,Lucas Tagliapietra,Jafar Salmani,Pedro Oliveira Casagrande,Fali Candé,,16,13,7,3,2.1,3.0,4.0,0,0
13.0,sex,2021-01-08,19:00,Benfica,2.7,0.4,Tondela,0,Estádio do Sport Lisboa e Benfica,Manuel Oliveira,/pt/partidas/746907fe/Benfica-Tondela-2021Janeiro8-Primeira-Liga,2,0,4-4-2,4-1-2-1-2,19.0,11.0,11.0,0.0,37.0,6.0,813.0,465.0,19.0,21.0,14.0,15.0,6.0,25.0,5.0,1.0,5.0,17.0,43.0,68.0,2.0,0.0,0.0,0.0,0.0,0.0,Odisseas Vlachodimos,Gilberto,Álex Grimaldo,Jan Vertonghen,Everton Soares,Darwin Núñez,Haris Seferović,Pizzi,Rafa Silva,Julian Weigl,Nicolás Otamendi,Helton Leite,Luca Waldschmidt,Chiquinho,Andreas Samaris,Pedrinho,Adel Taarabt,Nuno Tavares,Gonçalo Ramos,Babacar Niasse,João Jaquité,Pedro Borges,Salvador Agra,João Pedro,Jaume Grau,Mario González,Tiago Melo Almeida,Yohan Tavares,Naoufel Khacef,Ricardo Miguel Martins Alves,Pedro Trigueira,Bebeto,Jota Gonçalves,Jhon Murillo,Tomislav Štrkalj,Enzo Martínez,Abdel Jalil Medioub,Souleymane Anne,,21,3,5,2,1.11,9.0,19.0,0,0
13.0,sex,2021-01-08,21:00,Famalicao,1.1,1.5,Porto,0,Estádio Municipal 22 de Junho,Rui Costa,/pt/partidas/6a2b923e/Famalicao-Porto-2021Janeiro8-Primeira-Liga,1,4,5-4-1,4-4-2,21.0,9.0,3.0,3.0,9.0,17.0,533.0,608.0,23.0,19.0,12.0,11.0,22.0,7.0,0.0,1.0,12.0,6.0,69.0,79.0,5.0,0.0,0.0,1.0,0.0,0.0,Vaná,Dani Morer,Srđan Babić,Jhonata Robert,Gustavo Assuncao,Riccieli,Rúben Vinagre,Andrija Luković,Diogo Queirós,Gil Bastião Dias,Anderson,Ivan Zlobin,Henrique Trevisan,Calvin Verdonk,Manuel Ugarte Ribeiro,Leonardo Campana,Ivan Jaime Pajuelo,Joaquín Pereyra,Carlos Valenzuela,Agustín Marchesín,Diogo Leite,Mateus Uribe,Mehdi Taremi,Moussa Marega,Zaidu Sanusi,Jesús Corona,Chancel Mbemba,Otávio,Sérgio Oliveira,Eulânio Ângelo Chipela Gomes,Diogo Costa,Pepe,Luis Díaz,Marko Grujić,Romário Baró,João Mário Lopes,Felipe Anderson,Toni Martínez,,8,9,3,5,8.0,5.25,1.33,1,2
